id,costo,descripcion
1952,151,art
1953,72,suggest
1954,41,value
1955,121,option
1956,24,hold
1957,182,education
1958,197,course
1959,56,result
1960,170,wear
1961,60,commercial
1962,19,she
1963,63,of
1964,89,here
1965,85,character
1966,200,true
1967,91,free
1968,18,body
1969,11,market
1970,194,spring
1971,135,son
1972,125,understand
1973,78,close
1974,67,chair
1975,132,investment
1976,110,success
1977,195,talk
1978,26,eye
1979,177,life
1980,164,raise
1981,197,scene
1982,133,fear
1983,98,reflect
1984,98,Mrs
1985,143,happy
1986,137,affect
1987,61,friend
1988,65,source
1989,35,day
1990,174,Democrat
1991,98,western
1992,138,leg
1993,22,the
1994,103,teacher
1995,133,once
1996,114,bank
1997,117,blue
1998,55,interesting
1999,65,we
2000,73,sport
2001,81,seat
2002,15,system
2003,168,sea
2004,122,better
2005,44,clearly
2006,103,couple
2007,109,defense
2008,198,analysis
2009,174,become
2010,193,majority
2011,98,indeed
2012,66,field
2013,181,friend
2014,44,probably
2015,193,free
2016,122,simple
2017,122,former
2018,129,collection
2019,101,pressure
2020,136,world
2021,129,shake
2022,132,physical
2023,57,goal
2024,35,claim
2025,46,bed
2026,163,public
2027,182,right
2028,178,attack
2029,138,wind
2030,110,particular
2031,101,budget
2032,131,season
2033,117,national
2034,198,but
2035,83,area
2036,65,other
2037,163,especially
2038,89,play
2039,186,our
2040,130,evidence
2041,114,admit
2042,173,nice
2043,13,nothing
2044,95,cost
2045,106,bill
2046,54,born
2047,42,discuss
2048,26,past
2049,164,write
2050,122,share
2051,133,teacher
2052,108,such
2053,105,while
2054,37,stay
2055,49,charge
2056,115,some
2057,159,home
2058,27,blood
2059,123,I
2060,52,change
2061,135,hear
2062,82,message
2063,67,development
2064,18,summer
2065,82,conference
2066,64,term
2067,111,ten
2068,66,move
2069,168,time
2070,163,consider
2071,185,vote
2072,142,culture
2073,63,military
2074,71,son
2075,122,knowledge
2076,129,conference
2077,17,soon
2078,43,during
2079,102,professor
2080,28,matter
2081,135,run
2082,130,someone
2083,52,easy
2084,21,such
2085,136,sometimes
2086,185,cell
2087,48,left
2088,15,weight
2089,52,style
2090,54,chance
2091,94,such
2092,134,marriage
2093,163,professor
2094,86,north
2095,199,summer
2096,139,central
2097,193,fall
2098,75,skill
2099,144,spend
2100,170,tree
2101,45,interesting
2102,18,but
2103,190,detail
2104,114,realize
2105,70,miss
2106,87,form
2107,82,provide
2108,191,anything
2109,21,little
2110,155,several
2111,87,trial
2112,143,seek
2113,119,trip
2114,63,would
2115,187,surface
2116,158,mother
2117,18,leader
2118,128,population
2119,164,save
2120,140,your
2121,105,person
2122,182,old
2123,182,break
2124,39,performance
2125,169,yourself
2126,185,certain
2127,106,significant
2128,84,model
2129,36,truth
2130,167,pattern
2131,186,your
2132,47,radio
2133,116,can
2134,117,relationship
2135,116,part
2136,11,what
2137,77,reason
2138,47,story
2139,130,either
2140,35,itself
2141,65,field
2142,69,alone
2143,120,though
2144,24,executive
2145,112,wide
2146,96,almost
2147,181,need
2148,128,decide
2149,151,lawyer
2150,117,goal
2151,114,read
2152,163,involve
2153,162,cell
2154,150,citizen
2155,177,its
2156,119,series
2157,157,commercial
2158,133,short
2159,97,major
2160,133,cost
2161,98,race
2162,96,myself
2163,105,cut
2164,123,firm
2165,119,visit
2166,133,itself
2167,124,personal
2168,130,rock
2169,70,pretty
2170,69,product
2171,30,not
2172,166,say
2173,130,live
2174,161,sense
2175,118,policy
2176,199,far
2177,123,idea
2178,157,eye
2179,156,much
2180,57,yourself
2181,111,fish
2182,33,type
2183,177,learn
2184,131,performance
2185,140,market
2186,140,bed
2187,100,real
2188,179,music
2189,180,enjoy
2190,148,cause
2191,145,something
2192,84,visit
2193,194,during
2194,43,miss
2195,154,many
2196,106,certain
2197,133,population
2198,126,image
2199,66,center
2200,197,national
2201,122,far
2202,177,street
2203,19,pull
2204,31,better
2205,17,probably
2206,55,see
2207,182,pay
2208,45,different
2209,61,although
2210,175,race
2211,124,manage
2212,177,hotel
2213,91,debate
2214,167,else
2215,54,property
2216,180,including
2217,122,certain
2218,84,chair
2219,124,opportunity
2220,42,factor
2221,146,pick
2222,85,amount
2223,48,person
2224,156,team
2225,111,board
2226,166,almost
2227,149,our
2228,59,various
2229,67,past
2230,101,cultural
2231,154,study
2232,38,bring
2233,105,system
2234,133,reach
2235,197,become
2236,26,window
2237,14,knowledge
2238,188,drug
2239,162,safe
2240,130,training
2241,184,cultural
2242,169,fill
2243,66,window
2244,42,go
2245,83,myself
2246,114,human
2247,19,involve
2248,103,decide
2249,136,authority
2250,173,join
2251,177,fine
2252,170,admit
2253,194,almost
2254,68,reality
2255,197,adult
2256,73,range
2257,29,key
2258,166,determine
2259,83,body
2260,38,pattern
2261,35,quickly
2262,181,pressure
2263,124,evidence
2264,107,get
2265,116,detail
2266,177,cause
2267,192,perhaps
2268,35,resource
2269,39,keep
2270,51,loss
2271,108,allow
2272,28,everyone
2273,175,carry
2274,183,color
2275,173,speak
2276,49,account
2277,22,young
2278,47,most
2279,15,thing
2280,112,quite
2281,198,six
2282,81,window
2283,44,general
2284,164,tell
2285,152,mean
2286,149,against
2287,13,indeed
2288,19,close
2289,99,just
2290,91,per
2291,66,material
2292,42,bill
2293,70,learn
2294,26,across
2295,40,Congress
2296,53,true
2297,12,role
2298,72,argue
2299,85,letter
2300,132,difference
2301,113,believe
2302,135,rather
2303,53,toward
2304,74,exist
2305,68,total
2306,20,other
2307,43,who
2308,97,growth
2309,188,son
2310,48,serious
2311,154,oil
2312,143,return
2313,132,attack
2314,36,night
2315,150,result
2316,121,positive
2317,196,special
2318,65,measure
2319,197,only
2320,195,skill
2321,86,design
2322,156,none
2323,73,prevent
2324,181,cover
2325,144,perhaps
2326,46,stage
2327,21,song
2328,172,later
2329,19,travel
2330,32,treatment
2331,64,act
2332,15,artist
2333,141,total
2334,53,weight
2335,176,find
2336,155,traditional
2337,81,successful
2338,140,memory
2339,89,travel
2340,53,anything
2341,69,drop
2342,82,before
2343,118,future
2344,193,boy
2345,126,compare
2346,18,enter
2347,97,after
2348,51,sign
2349,90,follow
2350,14,worry
2351,97,site
2352,170,officer
2353,171,new
2354,31,make
2355,68,case
2356,67,hospital
2357,50,near
2358,36,base
2359,42,be
2360,167,successful
2361,199,mean
2362,122,food
2363,17,number
2364,26,or
2365,95,same
2366,185,treatment
2367,98,table
2368,11,from
2369,60,he
2370,159,give
2371,169,blue
2372,31,thus
2373,174,trip
2374,61,more
2375,80,affect
2376,37,that
2377,139,they
2378,138,great
2379,69,fill
2380,15,politics
2381,191,might
2382,28,camera
2383,110,determine
2384,54,pattern
2385,36,mission
2386,157,imagine
2387,142,paper
2388,27,development
2389,44,civil
2390,83,need
2391,36,huge
2392,87,social
2393,164,scene
2394,109,four
2395,137,him
2396,74,traditional
2397,129,foot
2398,165,market
2399,53,defense
2400,192,high
2401,177,fight
2402,164,operation
2403,106,human
2404,46,former
2405,10,process
2406,172,tell
2407,183,away
2408,195,few
2409,46,order
2410,136,movement
2411,138,cause
2412,21,purpose
2413,65,customer
2414,22,recognize
2415,193,marriage
2416,135,perform
2417,23,term
2418,10,nice
2419,114,especially
2420,10,development
2421,165,first
2422,165,rate
2423,36,skin
2424,148,face
2425,146,sense
2426,40,television
2427,110,central
2428,145,world
2429,61,involve
2430,169,right
2431,20,especially
2432,103,quality
2433,100,painting
2434,42,test
2435,20,shake
2436,29,view
2437,160,part
2438,130,trip
2439,59,stage
2440,77,shake
2441,174,my
2442,24,per
2443,90,think
2444,126,return
2445,26,interest
2446,40,international
2447,136,cut
2448,47,mean
2449,42,quite
2450,38,fire
2451,44,green
2452,32,stage
2453,102,building
2454,125,behavior
2455,139,personal
2456,22,short
2457,42,former
2458,175,them
2459,45,will
2460,78,area
2461,158,current
2462,70,determine
2463,110,expect
2464,50,style
2465,133,list
2466,166,series
2467,113,I
2468,86,occur
2469,112,audience
2470,140,unit
2471,101,surface
2472,80,those
2473,91,method
2474,171,we
2475,148,police
2476,194,toward
2477,171,whether
2478,34,space
2479,191,pressure
2480,79,indeed
2481,76,figure
2482,93,affect
2483,128,individual
2484,67,until
2485,27,various
2486,168,him
2487,157,fill
2488,180,red
2489,37,set
2490,110,gas
2491,105,fly
2492,93,staff
2493,65,relate
2494,179,financial
2495,89,policy
2496,99,avoid
2497,134,their
2498,156,image
2499,31,trip
2500,45,hospital
2501,102,reveal
2502,173,find
2503,190,western
2504,105,career
2505,159,whose
2506,196,gun
2507,95,idea
2508,167,exist
2509,24,area
2510,62,this
2511,49,wish
2512,76,maintain
2513,146,capital
2514,161,benefit
2515,77,give
2516,39,point
2517,110,wind
2518,104,thank
2519,160,heart
2520,114,manager
2521,11,that
2522,33,after
2523,29,story
2524,133,response
2525,156,whom
2526,120,for
2527,101,piece
2528,122,tonight
2529,192,minute
2530,129,part
2531,124,seven
2532,129,cut
2533,193,everything
2534,60,city
2535,150,trade
2536,107,represent
2537,126,stay
2538,163,read
2539,103,PM
2540,149,wife
2541,25,technology
2542,56,back
2543,143,them
2544,155,strong
2545,107,technology
2546,197,nor
2547,194,sea
2548,32,for
2549,47,source
2550,141,hear
2551,113,business
2552,108,television
2553,74,include
2554,165,know
2555,187,not
2556,46,clearly
2557,59,great
2558,146,cover
2559,187,result
2560,98,yet
2561,195,hospital
2562,128,property
2563,152,plan
2564,67,hold
2565,54,rise
2566,87,both
2567,11,line
2568,93,expect
2569,127,eat
2570,176,happen
2571,188,total
2572,139,feeling
2573,112,leader
2574,39,around
2575,45,analysis
2576,64,be
2577,59,themselves
2578,35,single
2579,114,according
2580,75,kitchen
2581,128,history
2582,54,box
2583,166,vote
2584,123,arm
2585,133,stuff
2586,76,just
2587,140,fly
2588,60,paper
2589,59,again
2590,196,finish
2591,146,mind
2592,34,list
2593,151,doctor
2594,22,study
2595,70,wide
2596,51,why
2597,189,deep
2598,60,speak
2599,95,outside
2600,165,official
2601,40,politics
2602,45,her
2603,78,color
2604,30,deep
2605,59,toward
2606,197,home
2607,173,two
2608,172,discover
2609,122,price
2610,31,usually
2611,190,student
2612,96,body
2613,32,him
2614,195,age
2615,173,election
2616,94,purpose
2617,191,office
2618,15,cup
2619,191,everything
2620,157,space
2621,160,information
2622,58,girl
2623,190,argue
2624,79,yet
2625,113,quality
2626,108,citizen
2627,80,player
2628,68,leader
2629,105,almost
2630,125,his
2631,156,particular
2632,107,responsibility
2633,145,service
2634,74,federal
2635,107,already
2636,173,themselves
2637,112,on
2638,114,learn
2639,61,social
2640,16,according
2641,163,order
2642,125,next
2643,25,image
2644,149,race
2645,160,trouble
2646,191,end
2647,109,there
2648,140,human
2649,54,Republican
2650,189,blood
2651,149,media
2652,196,shoulder
2653,182,human
2654,105,far
2655,158,team
2656,67,clearly
2657,102,probably
2658,177,hospital
2659,63,game
2660,65,explain
2661,100,reveal
2662,73,long
2663,182,skin
2664,155,probably
2665,108,debate
2666,15,Mrs
2667,89,represent
2668,14,seat
2669,76,the
2670,103,record
2671,51,keep
2672,107,wait
2673,87,once
2674,23,anyone
2675,132,price
2676,124,list
2677,149,color
2678,128,attorney
2679,116,series
2680,79,growth
2681,22,word
2682,21,recently
2683,156,Mrs
2684,62,manage
2685,196,plant
2686,58,compare
2687,50,simple
2688,28,magazine
2689,73,speech
2690,105,treatment
2691,28,part
2692,89,adult
2693,61,various
2694,27,crime
2695,187,design
2696,87,either
2697,183,water
2698,111,trial
2699,59,character
2700,181,without
2701,191,thousand
2702,57,generation
2703,59,hold
2704,18,painting
2705,93,speak
2706,78,instead
2707,45,become
2708,97,wide
2709,158,radio
2710,187,dream
2711,129,worry
2712,13,top
2713,20,see
2714,29,husband
2715,161,want
2716,147,water
2717,181,audience
2718,23,court
2719,63,yeah
2720,151,himself
2721,58,enter
2722,88,company
2723,70,reach
2724,121,south
2725,68,task
2726,134,help
2727,91,pattern
2728,121,idea
2729,27,move
2730,97,toward
2731,33,specific
2732,142,throughout
2733,44,interview
2734,134,center
2735,176,character
2736,20,change
2737,191,seek
2738,34,say
2739,91,hear
2740,158,summer
2741,29,language
2742,151,have
2743,13,security
2744,94,look
2745,85,far
2746,52,so
2747,49,present
2748,176,red
2749,183,skill
2750,129,everybody
2751,18,sport
2752,18,court
2753,110,who
2754,53,whose
2755,95,property
2756,181,partner
2757,105,he
2758,199,meet
2759,106,each
2760,25,something
2761,81,few
2762,129,other
2763,152,plan
2764,122,action
2765,16,stop
2766,135,court
2767,179,candidate
2768,68,religious
2769,137,thank
2770,57,contain
2771,95,job
2772,164,right
2773,87,vote
2774,46,throw
2775,48,leader
2776,143,seek
2777,55,ground
2778,36,smile
2779,134,base
2780,21,job
2781,128,organization
2782,141,why
2783,88,wait
2784,181,team
2785,18,there
2786,95,put
2787,88,no
2788,124,relationship
2789,35,yet
2790,41,expect
2791,40,political
2792,125,production
2793,84,experience
2794,100,building
2795,175,skin
2796,183,image
2797,88,discussion
2798,90,yard
2799,81,often
2800,54,edge
2801,40,person
2802,37,laugh
2803,116,whatever
2804,106,air
2805,28,small
2806,186,yard
2807,26,interesting
2808,179,source
2809,191,around
2810,115,health
2811,142,though
2812,41,much
2813,64,under
2814,95,with
2815,140,offer
2816,150,pretty
2817,128,bank
2818,194,whole
2819,191,window
2820,69,off
2821,123,safe
2822,11,however
2823,52,upon
2824,185,line
2825,71,direction
2826,43,what
2827,107,more
2828,12,race
2829,110,avoid
2830,171,bring
2831,121,use
2832,36,share
2833,107,near
2834,61,research
2835,75,growth
2836,161,throw
2837,144,nature
2838,44,laugh
2839,39,respond
2840,156,bank
2841,39,main
2842,123,religious
2843,31,nor
2844,86,protect
2845,159,red
2846,76,art
2847,120,who
2848,76,form
2849,22,once
2850,30,ago
2851,99,staff
2852,44,try
2853,82,magazine
2854,186,mean
2855,135,arm
2856,198,somebody
2857,103,popular
2858,98,cell
2859,26,pay
2860,109,wait
2861,188,action
2862,132,wait
2863,191,seven
2864,43,plant
2865,38,week
2866,187,I
2867,61,economy
2868,59,character
2869,93,present
2870,173,draw
2871,100,market
2872,89,issue
2873,62,draw
2874,198,gun
2875,146,end
2876,89,responsibility
2877,55,official
2878,150,risk
2879,86,argue
2880,104,reveal
2881,125,role
2882,11,sister
2883,137,interest
2884,122,right
2885,52,attention
2886,47,positive
2887,111,know
2888,166,something
2889,66,know
2890,85,case
2891,192,mean
2892,190,bank
2893,67,toward
2894,102,name
2895,161,old
2896,105,land
2897,115,property
2898,191,kind
2899,134,about
2900,88,city
2901,134,crime
2902,66,prove
2903,92,dog
2904,184,color
2905,40,relate
2906,70,wide
2907,13,full
2908,11,teach
2909,22,myself
2910,160,sport
2911,132,authority
2912,66,place
2913,95,sense
2914,162,article
2915,18,mean
2916,40,data
2917,171,agent
2918,18,mouth
2919,39,there
2920,191,himself
2921,189,usually
2922,90,authority
2923,189,son
2924,165,process
2925,198,participant
2926,197,able
2927,172,late
2928,83,term
2929,126,financial
2930,27,beat
2931,64,carry
2932,89,natural
2933,95,billion
2934,168,simply
2935,171,magazine
2936,198,with
2937,144,protect
2938,136,foreign
2939,111,say
2940,110,most
2941,183,establish
2942,109,message
2943,167,sound
2944,79,green
2945,120,generation
2946,128,down
2947,150,difficult
2948,145,travel
2949,18,against
2950,180,movie
2951,176,south
2952,195,firm
2953,150,off
2954,79,before
2955,21,member
2956,191,tough
2957,116,money
2958,129,sing
2959,150,last
2960,99,follow
2961,11,bit
2962,116,property
2963,22,risk
2964,22,interest
2965,72,its
2966,147,raise
2967,143,task
2968,120,deal
2969,21,day
2970,46,avoid
2971,47,family
2972,34,as
2973,148,buy
2974,120,use
2975,106,set
2976,185,television
2977,177,have
2978,64,almost
2979,136,financial
2980,133,production
2981,45,walk
2982,19,between
2983,111,contain
2984,12,sea
2985,12,everyone
2986,86,whole
2987,140,statement
2988,90,win
2989,180,director
2990,61,another
2991,98,available
2992,187,painting
2993,127,budget
2994,67,before
2995,142,defense
2996,157,whole
2997,143,today
2998,74,I
2999,159,raise
3000,12,want
3001,155,audience
3002,107,inside
3003,87,effort
3004,73,leave
3005,158,sound
3006,183,price
3007,130,college
3008,62,nation
3009,160,star
3010,100,management
3011,184,everything
3012,35,sister
3013,152,one
3014,58,experience
3015,110,spring
3016,181,benefit
3017,196,TV
3018,37,hard
3019,20,to
3020,48,opportunity
3021,52,wish
3022,151,reach
3023,145,board
3024,137,conference
3025,58,system
3026,86,night
3027,182,moment
3028,41,middle
3029,177,hour
3030,117,he
3031,77,half
3032,41,decide
3033,23,drop
3034,151,fear
3035,159,sure
3036,188,property
3037,94,require
3038,61,yet
3039,98,low
3040,195,upon
3041,26,court
3042,47,economy
3043,161,yet
3044,76,sometimes
3045,34,choice
3046,200,glass
3047,78,thing
3048,161,natural
