id,nombre,descuento
7419,whether,31
7420,appear,50
7421,decade,25
7422,tend,29
7423,specific,23
7424,born,34
7425,student,16
7426,care,44
7427,five,22
7428,technology,11
7429,kid,11
7430,well,26
7431,star,16
7432,argue,47
7433,federal,47
7434,local,36
7435,shake,25
7436,assume,31
7437,marriage,50
7438,center,23
7439,how,36
7440,response,10
7441,science,50
7442,book,38
7443,another,39
7444,feeling,32
7445,what,31
7446,break,40
7447,five,46
7448,tend,24
7449,table,27
7450,contain,22
7451,not,32
7452,six,44
7453,whom,13
7454,matter,43
7455,factor,24
7456,green,23
7457,director,12
7458,artist,22
7459,yet,13
7460,four,35
7461,trial,23
7462,full,29
7463,less,27
7464,teach,45
7465,down,18
7466,political,46
7467,agency,12
7468,hear,30
7469,air,16
7470,age,38
7471,wait,47
7472,particularly,49
7473,general,22
7474,thing,41
7475,all,28
7476,particular,32
7477,medical,14
7478,experience,24
7479,this,33
7480,whatever,39
7481,item,25
7482,letter,10
7483,sort,30
7484,provide,42
7485,discussion,48
7486,make,17
7487,because,20
7488,book,22
7489,news,35
7490,important,40
7491,staff,36
7492,agreement,24
7493,eat,32
7494,significant,10
7495,think,42
7496,bar,25
7497,final,48
7498,because,24
7499,fear,42
7500,another,30
7501,raise,28
7502,senior,16
7503,throughout,28
7504,reason,14
7505,perhaps,38
7506,brother,44
7507,season,37
7508,south,11
7509,clearly,35
7510,turn,39
7511,chair,50
7512,fast,13
7513,thing,10
7514,work,14
7515,fast,27
7516,source,47
7517,page,10
7518,weight,50
7519,others,49
7520,himself,17
7521,thought,20
7522,big,36
7523,land,13
7524,fact,28
7525,week,28
7526,positive,13
7527,party,49
7528,fly,39
7529,crime,12
7530,major,29
7531,half,44
7532,us,13
7533,add,49
7534,probably,35
7535,find,36
7536,owner,16
7537,south,41
7538,without,23
7539,trip,27
7540,leave,24
7541,knowledge,50
7542,then,37
7543,every,39
7544,public,15
7545,up,11
7546,example,26
7547,anyone,38
7548,discover,15
7549,woman,16
7550,own,38
7551,middle,49
7552,why,41
7553,go,14
7554,thing,39
7555,behavior,27
7556,because,35
7557,word,48
7558,ten,39
7559,else,42
7560,level,27
7561,ago,31
7562,executive,24
7563,surface,24
7564,newspaper,36
7565,list,15
7566,several,13
7567,always,42
7568,they,19
7569,need,22
7570,more,24
7571,plan,44
7572,single,37
7573,full,45
7574,he,24
7575,make,13
7576,pay,44
7577,sit,28
7578,skin,16
7579,north,41
7580,indeed,12
7581,others,27
7582,throw,50
7583,practice,13
7584,dark,50
7585,official,35
7586,worker,42
7587,feel,50
7588,true,46
7589,interview,36
7590,guy,28
7591,authority,39
7592,activity,22
7593,anyone,13
7594,reduce,30
7595,station,46
7596,specific,20
7597,grow,34
7598,though,37
7599,future,26
7600,cold,14
7601,wait,50
7602,exist,11
7603,room,43
7604,citizen,36
7605,a,42
7606,billion,47
7607,beautiful,47
7608,government,50
7609,work,24
7610,around,34
7611,or,43
7612,community,33
7613,attack,38
7614,than,34
7615,phone,37
7616,activity,40
7617,lead,26
7618,build,37
7619,something,43
7620,political,15
7621,somebody,45
7622,by,47
7623,say,33
7624,agreement,43
7625,ready,10
7626,think,27
7627,when,42
7628,paper,43
7629,during,17
7630,specific,37
7631,off,36
7632,expert,16
7633,evidence,35
7634,respond,42
7635,out,31
7636,name,11
7637,chance,42
7638,house,18
7639,reveal,40
7640,person,49
7641,fill,31
7642,on,12
7643,recognize,41
7644,serious,22
7645,act,25
7646,up,30
7647,reach,24
7648,matter,35
7649,west,33
7650,training,23
7651,leave,41
7652,task,21
7653,stay,37
7654,listen,40
7655,physical,11
7656,responsibility,31
7657,radio,50
7658,later,22
7659,parent,22
7660,strong,31
7661,fish,27
7662,among,43
7663,particularly,15
7664,kind,38
7665,them,50
7666,feeling,12
7667,occur,23
7668,inside,38
7669,network,22
7670,increase,41
7671,now,42
7672,type,21
7673,travel,23
7674,billion,32
7675,herself,16
7676,guess,48
7677,country,19
7678,business,15
7679,painting,11
7680,left,27
7681,although,35
7682,quite,21
7683,leader,20
7684,something,29
7685,happy,12
7686,face,43
7687,machine,50
7688,high,26
7689,impact,39
7690,federal,39
7691,identify,17
7692,maintain,12
7693,car,31
7694,magazine,50
7695,newspaper,33
7696,bar,39
7697,grow,41
7698,strong,20
7699,plan,19
7700,available,49
7701,about,49
7702,each,22
7703,media,45
7704,along,36
7705,card,16
7706,growth,46
7707,citizen,37
7708,everyone,12
7709,way,20
7710,community,15
7711,bag,23
7712,compare,35
7713,attorney,36
7714,group,40
7715,wall,38
7716,positive,15
7717,apply,27
7718,course,28
7719,head,26
7720,hard,49
7721,improve,44
7722,information,24
7723,prepare,35
7724,voice,17
7725,close,26
7726,agree,32
7727,life,35
7728,crime,31
7729,kitchen,43
7730,order,16
7731,program,33
7732,couple,41
7733,great,40
7734,student,20
7735,effect,19
7736,doctor,29
7737,discussion,13
7738,method,11
7739,health,26
7740,research,49
7741,thing,11
7742,student,41
7743,western,26
7744,vote,37
7745,pull,45
7746,fall,33
7747,head,20
7748,option,42
7749,serve,26
7750,sure,32
7751,shoulder,38
7752,check,28
7753,their,11
7754,carry,22
7755,food,21
7756,rich,46
7757,community,11
7758,whom,39
7759,dream,14
7760,ask,13
7761,majority,19
7762,food,16
7763,hour,49
7764,nation,43
7765,cultural,29
7766,scientist,26
7767,wrong,20
7768,arm,17
7769,away,31
7770,dinner,42
7771,positive,50
7772,tell,20
7773,forward,10
7774,though,43
7775,thousand,35
7776,one,27
7777,find,39
7778,gun,11
7779,she,31
7780,home,29
7781,fill,28
7782,word,42
7783,result,25
7784,network,38
7785,yes,22
7786,beyond,40
7787,evening,23
7788,west,28
7789,church,10
7790,especially,38
7791,single,48
7792,budget,18
7793,heavy,19
7794,standard,43
7795,window,14
7796,class,17
7797,figure,26
7798,walk,39
7799,blue,43
7800,past,20
7801,decide,23
7802,spend,25
7803,way,31
7804,herself,49
7805,citizen,27
7806,long,39
7807,health,10
7808,wind,16
7809,significant,17
7810,writer,17
7811,education,38
7812,various,30
7813,interesting,27
7814,truth,39
7815,option,28
7816,task,36
7817,there,32
7818,idea,27
7819,them,29
7820,young,43
7821,me,33
7822,fear,17
7823,water,25
7824,study,40
7825,article,38
7826,south,28
7827,growth,25
7828,kitchen,41
7829,born,30
7830,adult,25
7831,meeting,25
7832,person,23
7833,thought,40
7834,your,41
7835,role,40
7836,drug,31
7837,sense,48
7838,effect,23
7839,pull,14
7840,role,46
7841,probably,13
7842,rich,15
7843,support,50
7844,girl,11
7845,win,17
7846,easy,48
7847,challenge,23
7848,but,47
7849,case,13
7850,similar,30
7851,discover,22
7852,find,27
7853,head,35
7854,worry,19
7855,person,45
7856,treatment,28
7857,hear,32
7858,deal,42
7859,fire,17
7860,enjoy,40
7861,war,40
7862,feel,48
7863,commercial,36
7864,senior,21
7865,question,30
7866,use,13
7867,learn,15
7868,term,10
7869,evening,10
7870,least,48
7871,mention,21
7872,property,28
7873,take,24
7874,none,43
7875,space,10
7876,them,45
7877,marriage,30
7878,public,42
7879,kitchen,27
7880,piece,26
7881,central,28
7882,condition,16
7883,only,23
7884,along,26
7885,police,15
7886,father,16
7887,hundred,39
7888,along,38
7889,better,26
7890,impact,35
7891,pretty,10
7892,truth,45
7893,even,19
7894,ago,32
7895,person,25
7896,interesting,47
7897,green,48
7898,glass,40
7899,ability,15
7900,security,12
7901,themselves,25
7902,prevent,49
7903,most,21
7904,around,23
7905,likely,24
7906,million,42
7907,source,50
7908,commercial,25
7909,important,21
7910,theory,36
7911,many,30
7912,pattern,27
7913,music,19
7914,each,15
7915,gas,46
7916,shake,20
7917,good,10
7918,travel,49
7919,care,50
7920,thought,46
7921,third,45
7922,under,41
7923,rule,42
7924,build,27
7925,others,28
7926,none,12
7927,wind,38
7928,back,50
7929,home,25
7930,subject,25
7931,skin,15
7932,spring,46
7933,or,33
7934,network,36
7935,vote,37
7936,personal,21
7937,answer,31
7938,sometimes,44
7939,cover,14
7940,forward,25
7941,future,25
7942,only,10
7943,cold,40
7944,scene,45
7945,data,36
7946,health,17
7947,despite,12
7948,past,11
7949,professional,21
7950,first,48
7951,poor,19
7952,water,21
7953,picture,47
7954,argue,22
7955,smile,35
7956,talk,45
7957,country,46
7958,play,23
7959,dream,44
7960,rich,37
7961,memory,19
7962,baby,20
7963,unit,42
7964,issue,11
7965,serious,12
7966,off,24
7967,close,31
7968,authority,16
7969,rate,19
7970,serious,32
7971,audience,21
7972,happy,25
7973,treatment,15
7974,become,39
7975,reach,40
7976,figure,44
7977,character,15
7978,suddenly,49
7979,turn,27
7980,several,23
7981,exist,26
7982,ahead,50
7983,three,29
7984,black,16
7985,well,18
7986,situation,47
7987,affect,22
7988,pick,13
7989,article,30
7990,suddenly,48
7991,may,38
7992,speak,33
7993,find,35
7994,age,12
7995,per,12
7996,manager,17
7997,local,35
7998,do,40
7999,across,36
8000,work,30
8001,population,46
8002,degree,26
8003,since,50
8004,Republican,23
8005,season,39
8006,treat,31
8007,especially,16
8008,run,27
8009,inside,32
8010,face,45
8011,popular,11
8012,describe,17
8013,citizen,23
8014,have,29
8015,soldier,39
8016,around,15
8017,measure,14
8018,war,12
8019,scene,40
8020,ago,27
8021,dog,46
8022,box,43
8023,board,22
8024,cultural,29
8025,this,12
8026,friend,31
8027,performance,10
8028,decade,40
8029,board,19
8030,later,17
8031,practice,23
8032,step,41
8033,social,24
8034,season,19
8035,night,45
8036,at,49
8037,sit,34
8038,skill,36
8039,improve,27
8040,kid,25
8041,everyone,42
8042,respond,43
8043,represent,18
8044,black,44
8045,add,35
8046,make,11
8047,particular,43
8048,art,37
8049,father,12
8050,everybody,37
8051,part,18
8052,really,29
8053,oil,39
8054,wind,37
8055,its,16
8056,point,20
8057,center,20
8058,foot,28
8059,grow,14
8060,though,41
8061,PM,37
8062,system,50
8063,age,12
8064,able,23
8065,little,24
8066,action,25
8067,meet,44
8068,anything,48
8069,impact,35
8070,above,46
8071,natural,21
8072,none,44
8073,capital,47
8074,yard,45
8075,chair,42
8076,as,18
8077,certain,30
8078,degree,45
8079,force,20
8080,table,10
8081,blood,31
8082,book,43
8083,south,43
8084,work,10
8085,whole,42
8086,under,32
8087,vote,48
8088,buy,15
8089,firm,13
8090,practice,19
8091,lose,35
8092,people,25
8093,much,19
8094,according,12
8095,north,46
8096,break,27
8097,like,12
8098,American,36
8099,reveal,22
8100,again,21
8101,action,40
8102,wait,38
8103,to,22
8104,family,44
8105,leave,27
8106,room,28
8107,show,11
8108,east,10
8109,too,50
8110,brother,17
8111,culture,25
8112,recent,16
8113,east,18
8114,find,19
8115,kitchen,39
8116,something,12
8117,Republican,40
8118,around,27
8119,computer,38
8120,party,24
8121,room,24
8122,human,38
8123,southern,16
8124,business,37
8125,go,14
8126,know,31
8127,can,46
8128,house,28
8129,event,16
8130,example,30
8131,fish,31
8132,reflect,18
8133,computer,17
8134,upon,18
8135,however,48
8136,find,35
8137,music,36
8138,practice,23
8139,read,10
8140,perform,35
8141,issue,16
8142,best,15
8143,long,21
8144,per,12
8145,name,36
8146,society,24
8147,game,16
8148,per,33
8149,cost,22
8150,loss,50
8151,business,13
8152,every,46
8153,car,24
8154,hair,47
8155,those,44
8156,back,18
8157,follow,32
8158,sing,13
8159,manager,41
8160,forget,24
8161,involve,32
8162,green,24
8163,nation,24
8164,later,47
8165,professional,18
8166,join,22
8167,statement,40
8168,six,28
8169,this,44
8170,research,24
8171,assume,27
8172,degree,38
8173,enter,49
8174,high,24
8175,pressure,11
8176,father,39
8177,seven,27
8178,theory,49
8179,state,28
8180,effort,19
8181,expect,14
8182,fact,23
8183,could,41
8184,adult,10
8185,ever,11
8186,outside,19
8187,action,50
8188,computer,22
8189,something,23
8190,once,22
8191,quickly,39
8192,trouble,41
8193,former,48
8194,account,49
8195,performance,36
8196,maintain,13
8197,responsibility,27
8198,white,14
8199,because,31
8200,that,12
8201,fill,10
8202,care,25
8203,alone,42
8204,special,25
8205,into,48
8206,court,29
8207,hair,10
8208,adult,34
8209,country,19
8210,institution,15
8211,this,50
8212,option,47
8213,generation,10
8214,finish,40
8215,art,50
8216,strategy,33
8217,size,30
8218,half,27
8219,experience,38
8220,interview,17
8221,turn,46
8222,admit,27
8223,family,21
8224,camera,18
8225,cost,18
8226,quickly,40
8227,clearly,31
8228,focus,41
8229,bad,15
8230,owner,22
8231,forward,17
8232,call,13
8233,option,49
8234,white,33
8235,last,38
8236,morning,36
8237,she,29
8238,become,37
8239,cause,19
8240,trade,48
8241,three,45
8242,success,17
8243,phone,35
8244,national,29
8245,respond,33
8246,democratic,21
8247,sister,33
8248,can,44
8249,more,23
8250,list,44
8251,later,32
8252,find,19
8253,full,48
8254,animal,44
8255,and,49
8256,happen,12
8257,future,24
8258,south,12
8259,clear,16
8260,land,39
8261,opportunity,26
8262,course,49
8263,resource,38
8264,know,45
8265,state,47
8266,under,31
8267,which,19
8268,show,14
8269,analysis,42
8270,chair,37
8271,some,37
8272,spend,35
8273,should,34
8274,authority,37
8275,situation,32
8276,south,39
8277,piece,33
8278,agent,28
8279,high,16
8280,statement,19
8281,knowledge,33
8282,analysis,31
8283,hair,44
8284,prove,22
8285,ahead,38
8286,idea,31
8287,work,35
8288,possible,35
8289,hear,29
8290,risk,42
8291,vote,49
8292,style,19
8293,tell,28
8294,rock,10
8295,cut,23
8296,long,39
8297,indeed,17
8298,part,14
8299,way,36
8300,professional,34
8301,yard,40
8302,seek,22
8303,shake,45
8304,hotel,45
8305,fear,37
8306,spring,35
8307,together,25
8308,them,36
8309,detail,42
8310,responsibility,11
8311,north,34
8312,reflect,21
8313,picture,11
8314,gun,36
8315,east,18
8316,part,14
8317,other,22
8318,loss,15
8319,right,37
8320,table,15
8321,use,34
8322,source,23
8323,control,26
8324,education,47
8325,in,46
8326,morning,40
8327,difficult,11
8328,car,12
8329,Congress,23
8330,fall,50
8331,again,47
8332,key,13
8333,serve,27
8334,hospital,33
8335,stock,43
8336,do,14
8337,budget,20
8338,easy,39
8339,indicate,45
8340,when,29
8341,watch,17
8342,newspaper,14
8343,analysis,32
8344,customer,45
8345,technology,14
8346,specific,27
8347,hear,28
8348,floor,33
8349,out,14
8350,task,15
8351,forget,22
8352,reveal,50
8353,young,22
8354,begin,28
8355,about,36
8356,TV,16
8357,way,47
8358,control,32
8359,forward,46
8360,system,34
8361,heavy,26
8362,professional,16
8363,list,50
8364,conference,40
8365,less,16
8366,beautiful,16
8367,thousand,33
8368,individual,38
8369,shoulder,17
8370,begin,22
8371,reveal,25
8372,change,19
8373,list,33
8374,raise,41
8375,serve,20
8376,land,16
8377,me,21
8378,plant,28
8379,environment,18
8380,nothing,37
8381,pattern,28
8382,front,46
8383,feeling,31
8384,sell,25
8385,prevent,20
8386,alone,17
8387,draw,29
8388,civil,37
8389,during,33
8390,rock,48
8391,upon,22
8392,might,26
8393,year,36
8394,support,12
8395,decision,47
8396,different,18
8397,drug,23
8398,my,21
8399,significant,47
8400,card,16
8401,stop,40
8402,defense,30
8403,matter,41
8404,third,45
8405,contain,50
8406,feel,24
8407,usually,41
8408,deal,29
8409,should,31
8410,already,23
8411,now,12
8412,though,17
8413,certain,43
8414,position,44
8415,read,42
8416,reason,27
8417,way,48
8418,certain,42
8419,pretty,25
8420,size,49
8421,rise,27
8422,financial,41
8423,day,11
8424,while,50
8425,actually,49
8426,continue,39
8427,true,41
8428,throw,32
8429,energy,15
8430,argue,41
8431,pick,48
8432,shoulder,48
8433,remain,39
8434,should,37
8435,understand,38
8436,either,17
8437,guy,10
8438,Congress,24
8439,employee,32
8440,better,49
8441,region,19
8442,pretty,32
8443,pressure,34
8444,think,32
8445,wonder,13
8446,relate,35
8447,foreign,40
8448,finish,17
8449,body,12
8450,price,40
8451,you,34
8452,deep,30
8453,role,29
8454,behind,32
8455,add,39
8456,camera,50
8457,sense,47
8458,space,44
8459,nation,24
8460,blood,14
8461,lay,11
8462,should,13
8463,development,42
8464,over,14
8465,official,45
8466,soon,33
8467,bill,10
8468,area,37
8469,lot,13
8470,participant,46
8471,both,11
8472,old,28
8473,front,42
8474,difficult,19
8475,my,30
8476,run,45
8477,explain,23
8478,reason,35
8479,article,35
8480,company,45
8481,doctor,19
8482,red,36
8483,consider,40
8484,raise,42
8485,tell,43
8486,son,36
8487,student,14
8488,positive,48
8489,far,45
8490,magazine,12
8491,star,22
8492,how,40
8493,skill,40
8494,over,38
8495,general,14
8496,more,14
8497,region,29
8498,lead,24
8499,Congress,26
8500,difficult,32
8501,particular,44
8502,weight,48
8503,until,35
8504,threat,18
8505,realize,36
8506,data,34
8507,government,38
8508,life,41
8509,around,18
8510,mean,26
8511,rule,41
8512,option,20
8513,goal,29
8514,form,40
8515,maintain,24
8516,exactly,29
8517,day,33
8518,personal,43
8519,figure,28
8520,case,38
8521,practice,46
8522,magazine,37
8523,eight,13
8524,time,34
8525,newspaper,20
8526,base,10
8527,there,43
8528,item,35
8529,property,39
8530,international,24
8531,voice,27
8532,goal,11
8533,it,48
8534,picture,25
8535,value,18
8536,so,29
8537,cover,33
8538,strong,14
8539,also,43
8540,democratic,15
8541,present,27
8542,dark,11
8543,without,43
8544,effort,21
8545,ask,49
8546,customer,47
8547,tend,10
8548,rate,42
8549,follow,36
8550,we,47
8551,serve,44
8552,well,40
8553,human,26
8554,traditional,23
8555,table,26
8556,learn,42
8557,few,19
8558,remain,31
8559,kid,41
8560,thing,32
8561,program,23
8562,with,15
8563,nature,31
8564,among,40
8565,someone,25
8566,author,10
8567,wait,26
8568,huge,49
8569,thank,50
8570,four,20
8571,key,12
8572,main,13
8573,list,49
8574,employee,23
8575,part,28
8576,responsibility,40
8577,stand,50
8578,nearly,41
8579,foot,16
8580,interesting,46
8581,art,30
8582,rich,39
8583,may,15
8584,camera,49
8585,without,45
8586,food,33
8587,social,15
8588,hour,21
8589,toward,48
8590,good,26
8591,will,20
8592,try,18
8593,miss,28
8594,kind,18
8595,movie,26
8596,news,19
8597,radio,50
8598,southern,16
8599,majority,27
8600,fly,47
8601,hotel,29
8602,soldier,19
8603,idea,14
8604,bed,50
8605,special,43
8606,section,40
8607,college,41
8608,both,46
8609,board,34
8610,blood,13
8611,myself,26
8612,understand,12
8613,public,15
8614,modern,36
8615,specific,29
8616,relate,14
8617,contain,37
8618,have,26
8619,bit,36
8620,decision,29
8621,fear,29
8622,mind,42
8623,civil,19
8624,here,41
8625,site,46
8626,look,44
8627,marriage,25
8628,almost,11
8629,strategy,26
8630,stop,42
8631,I,30
8632,finally,47
8633,key,44
8634,catch,41
8635,tree,42
8636,soldier,27
8637,paper,36
8638,factor,19
8639,rule,12
8640,receive,18
8641,part,16
8642,mention,47
8643,true,29
8644,effort,48
8645,spring,35
8646,use,21
8647,under,28
8648,investment,27
8649,gas,14
8650,with,47
8651,bag,42
8652,direction,11
8653,probably,41
8654,onto,17
8655,these,45
8656,actually,33
8657,Mr,43
8658,candidate,20
8659,loss,30
8660,foot,23
8661,quite,18
8662,fast,10
8663,station,34
8664,history,16
8665,step,48
8666,while,31
8667,never,42
8668,general,34
8669,important,12
8670,spend,20
8671,factor,40
8672,building,15
8673,should,23
8674,among,17
8675,lead,12
8676,use,16
8677,over,37
8678,down,45
8679,test,49
8680,senior,40
8681,model,41
8682,less,21
8683,view,10
8684,week,30
8685,high,48
8686,within,31
8687,still,33
8688,others,11
8689,like,21
8690,well,49
8691,truth,22
8692,whom,39
8693,site,34
8694,consider,10
8695,mind,32
8696,defense,23
8697,throw,13
8698,bill,21
8699,middle,21
8700,at,13
8701,ability,23
8702,think,27
8703,again,16
8704,of,37
8705,food,19
8706,guess,24
8707,project,35
8708,service,23
8709,significant,24
8710,kind,40
8711,method,50
8712,resource,43
8713,just,48
8714,particularly,24
8715,space,34
8716,military,26
8717,take,42
8718,record,12
8719,recent,19
8720,soon,31
8721,suggest,18
8722,the,42
8723,fight,22
8724,lead,28
8725,mean,35
8726,visit,24
8727,without,48
8728,alone,24
8729,political,42
8730,return,50
8731,meeting,30
8732,plant,33
8733,long,41
8734,catch,12
8735,mind,32
8736,future,45
8737,plant,36
8738,forward,46
8739,wonder,47
8740,measure,18
8741,could,30
8742,bad,29
8743,area,30
8744,capital,17
8745,management,48
8746,though,20
8747,agree,19
8748,office,19
8749,notice,40
8750,ready,30
8751,baby,18
8752,industry,17
8753,area,21
8754,industry,14
8755,interview,13
8756,certainly,42
8757,fight,36
8758,quality,24
8759,trip,42
8760,provide,26
8761,assume,21
8762,lose,49
8763,enter,45
8764,myself,43
8765,agent,36
8766,future,46
8767,message,14
8768,always,37
8769,store,35
8770,window,35
8771,result,31
8772,share,14
8773,by,39
8774,product,33
8775,for,38
8776,father,29
8777,goal,47
8778,pick,38
8779,become,26
8780,attention,48
8781,now,23
8782,his,45
8783,range,29
8784,white,32
8785,child,35
8786,discussion,23
8787,sure,22
8788,true,26
8789,it,39
8790,western,15
8791,especially,16
8792,society,18
8793,develop,48
8794,pressure,14
8795,statement,28
8796,operation,41
8797,chair,19
8798,already,25
8799,north,28
8800,two,36
8801,writer,30
8802,magazine,34
8803,view,38
8804,public,50
8805,relationship,26
8806,sport,15
8807,price,26
8808,whatever,26
8809,everyone,48
8810,worker,22
8811,probably,21
8812,collection,35
8813,than,28
8814,grow,18
8815,next,19
8816,another,35
8817,may,46
8818,son,11
8819,national,19
8820,gun,14
8821,figure,26
8822,not,22
8823,while,39
8824,type,40
8825,listen,47
8826,prepare,12
8827,deep,13
8828,remain,36
8829,everything,18
8830,by,17
8831,bad,46
8832,lead,46
8833,wait,47
8834,public,32
8835,federal,40
8836,executive,44
8837,beautiful,31
8838,possible,20
8839,ago,32
8840,clear,35
8841,option,14
8842,theory,44
8843,popular,39
8844,stuff,45
8845,sound,45
8846,although,42
8847,really,14
8848,again,49
8849,travel,23
8850,exist,25
8851,phone,37
8852,worker,24
8853,language,31
8854,sit,37
8855,ground,46
8856,first,29
8857,price,36
8858,well,40
8859,sense,13
8860,spring,14
8861,never,23
8862,director,27
8863,suggest,29
8864,fast,14
8865,daughter,49
8866,financial,11
8867,put,18
8868,beyond,42
8869,PM,14
8870,than,42
8871,before,25
8872,yourself,38
8873,for,16
8874,suggest,50
8875,moment,24
8876,people,41
8877,effect,10
8878,compare,14
8879,ahead,48
8880,court,10
8881,manager,22
8882,like,21
8883,serious,36
8884,including,32
8885,activity,41
8886,team,50
8887,service,19
8888,feeling,48
8889,material,32
8890,property,26
8891,amount,46
8892,run,25
8893,plant,30
8894,now,43
8895,phone,30
8896,life,16
8897,but,39
8898,these,18
8899,between,25
8900,director,43
8901,method,11
8902,partner,37
8903,board,37
8904,far,14
8905,standard,13
8906,true,31
8907,enjoy,38
8908,purpose,40
8909,reveal,23
8910,majority,28
8911,reach,42
8912,material,38
8913,cost,24
8914,garden,10
8915,scene,39
8916,break,31
8917,help,11
8918,cover,29
8919,over,22
8920,travel,22
8921,how,50
8922,particularly,48
8923,scientist,50
8924,apply,11
8925,also,31
8926,describe,10
8927,position,28
8928,anyone,28
8929,pull,34
8930,cold,26
8931,turn,16
8932,late,49
8933,pretty,41
8934,hope,33
8935,next,41
8936,civil,33
8937,class,11
8938,food,46
8939,but,32
8940,field,48
8941,let,23
8942,live,37
8943,ago,45
8944,back,41
8945,guy,44
8946,benefit,32
8947,raise,23
8948,general,50
8949,commercial,25
8950,share,26
8951,board,37
8952,but,10
8953,inside,15
8954,agree,26
8955,whether,36
8956,open,22
8957,fear,34
8958,current,12
8959,could,43
8960,night,39
8961,special,27
8962,these,17
8963,every,46
8964,despite,42
8965,strong,33
8966,expect,18
8967,news,39
8968,mother,23
8969,role,47
8970,check,23
8971,option,21
8972,Mrs,11
8973,social,38
8974,ground,37
8975,family,43
8976,past,38
8977,story,28
8978,can,10
8979,item,37
8980,every,33
8981,tree,39
8982,loss,36
8983,rather,13
8984,between,13
8985,beat,24
8986,middle,23
8987,weight,30
8988,drop,17
8989,director,24
8990,apply,26
8991,director,39
8992,support,50
8993,television,28
8994,tax,11
8995,about,38
8996,grow,31
8997,herself,34
8998,option,32
8999,heavy,23
9000,take,47
9001,some,12
9002,Mrs,36
9003,attention,27
9004,surface,37
9005,strategy,36
9006,scientist,29
9007,provide,21
9008,stuff,40
9009,per,25
9010,support,38
9011,debate,23
9012,seven,36
9013,owner,35
9014,course,10
9015,federal,23
9016,candidate,35
9017,science,12
9018,huge,23
9019,billion,41
9020,yet,35
9021,up,23
9022,perhaps,24
9023,group,43
9024,significant,29
9025,writer,17
9026,much,22
9027,prove,34
9028,stand,47
9029,and,10
9030,administration,19
9031,sense,23
9032,wish,45
9033,month,32
9034,strategy,37
9035,attorney,15
9036,he,49
9037,despite,15
9038,red,30
9039,catch,35
9040,although,28
9041,religious,23
9042,church,10
9043,base,50
9044,hour,44
9045,Congress,33
9046,responsibility,34
9047,school,26
9048,media,49
9049,word,10
9050,what,41
9051,perform,12
9052,finish,23
9053,similar,33
9054,catch,37
9055,manager,17
9056,try,25
9057,visit,29
9058,black,10
9059,article,43
9060,edge,49
9061,interesting,25
9062,include,49
9063,wear,40
9064,left,19
9065,onto,39
9066,follow,16
9067,system,50
9068,soon,32
9069,couple,48
9070,all,43
9071,generation,35
9072,simple,30
9073,us,46
9074,far,20
9075,trouble,10
9076,finish,50
9077,church,41
9078,music,19
9079,seat,22
9080,although,35
9081,speak,47
9082,opportunity,34
9083,pay,40
9084,heart,43
9085,no,48
9086,still,26
9087,lose,42
9088,source,10
9089,protect,47
9090,economy,40
9091,indicate,20
9092,news,37
9093,statement,43
9094,leader,11
9095,most,33
9096,fear,11
9097,happy,12
9098,billion,17
9099,language,50
9100,Congress,14
9101,what,26
9102,market,27
9103,few,50
9104,throughout,17
9105,technology,27
9106,Mrs,42
9107,statement,21
9108,but,26
9109,win,31
9110,guy,43
9111,bill,19
9112,daughter,39
9113,upon,13
9114,today,18
9115,economic,20
9116,card,16
9117,be,48
9118,much,36
9119,such,28
9120,wide,20
9121,PM,43
9122,each,19
9123,answer,33
9124,fine,38
9125,college,19
9126,major,16
9127,bag,30
9128,artist,28
9129,century,45
9130,race,10
9131,what,30
9132,imagine,32
9133,study,37
9134,reach,43
9135,fund,16
9136,popular,26
9137,a,34
9138,model,49
9139,environmental,15
9140,six,15
9141,home,23
9142,try,31
9143,describe,28
9144,affect,22
9145,represent,25
9146,job,18
9147,work,41
9148,begin,43
9149,few,12
9150,relationship,44
9151,political,33
9152,may,11
9153,past,32
9154,north,41
9155,just,35
9156,base,41
9157,work,10
9158,thing,41
9159,receive,15
9160,ask,23
9161,not,18
9162,interview,27
9163,edge,38
9164,country,30
9165,get,29
9166,provide,16
9167,behind,33
9168,great,47
9169,network,36
9170,case,22
9171,all,17
9172,former,16
9173,use,37
9174,quality,13
9175,themselves,40
9176,why,14
9177,then,36
9178,upon,42
9179,pressure,25
9180,stay,18
9181,create,50
9182,million,32
9183,wind,20
9184,conference,36
9185,short,35
9186,painting,39
9187,likely,31
9188,fire,34
9189,race,48
9190,send,25
9191,couple,47
9192,writer,12
9193,when,36
9194,need,38
9195,population,48
9196,mean,47
9197,firm,38
9198,institution,50
9199,third,40
9200,ok,40
9201,late,29
9202,future,33
9203,magazine,19
9204,company,29
9205,future,34
9206,small,41
9207,western,34
9208,move,10
9209,mention,46
9210,of,15
9211,itself,26
9212,hour,23
9213,much,48
9214,you,12
9215,room,22
9216,most,16
9217,yard,17
9218,explain,27
9219,charge,18
9220,human,26
9221,common,13
9222,international,21
9223,cost,15
9224,bag,46
9225,art,25
9226,director,15
9227,mind,37
9228,rest,30
9229,administration,30
9230,several,14
9231,region,43
9232,father,33
9233,mouth,27
9234,together,43
9235,discussion,20
9236,front,36
9237,international,35
9238,people,44
9239,traditional,44
9240,thousand,21
9241,eat,16
9242,sell,35
9243,road,25
